8262,7282,9738,8437,7556,10149,8397,7160,10383,8629,7342,9982
8251,7269,9719,8439,7541,10162,8403,7178,10377,8539,7271,9870
8240,7255,9700,8442,7526,10174,8409,7196,10370,8443,7208,9759
8228,7241,9681,8443,7510,10186,8414,7213,10363,8347,7152,9656
8216,7228,9661,8445,7495,10198,8419,7231,10355,8253,7105,9562
8204,7214,9641,8446,7479,10210,8424,7249,10347,8167,7069,9482
8192,7200,9621,8447,7464,10222,8428,7266,10339,8092,7044,9421
8179,7186,9600,8447,7448,10233,8432,7283,10331,8030,7034,9379
8166,7171,9579,8447,7432,10244,8435,7300,10322,8047,7051,9403
8152,7157,9558,8447,7416,10254,8438,7317,10313,8063,7067,9426
8138,7143,9537,8447,7400,10265,8440,7334,10304,8079,7082,9449
8124,7128,9515,8446,7384,10275,8442,7351,10295,8094,7098,9471
8109,7113,9493,8444,7367,10285,8444,7367,10285,8109,7113,9493
8094,7098,9471,8442,7351,10295,8446,7384,10275,8124,7128,9515
8079,7082,9449,8440,7334,10304,8447,7400,10265,8138,7143,9537
8063,7067,9426,8438,7317,10313,8447,7416,10254,8152,7157,9558
8047,7051,9403,8435,7300,10322,8447,7432,10244,8166,7171,9579
8030,7034,9379,8432,7283,10331,8447,7448,10233,8179,7186,9600
